#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonymns Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
65701	176815	178373	41980	43456	K08E3.6	F02H6.3	cyk-4	F02H6.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65702	176815	181010	41980	45934	K08E3.6	F48E3.8	cyk-4	F48E3.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65703	176816	180343	41981	45300	K08E3.7	B0250.1	pdr-1	rpl-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65704	176816	175519	41981	40756	K08E3.7	C36E8.5	pdr-1	tbb-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65705	176816	177503	41981	42622	K08E3.7	F42C5.8	pdr-1	rps-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65706	176816	180264	41981	45226	K08E3.7	Y39B6A.1	pdr-1	Y39B6A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65707	176816	176715	41981	41888	K08E3.7	Y39E4A.2	pdr-1	ttm-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65708	176816	173016	41981	38425	K08E3.7	Y53H1A.2	pdr-1	Y53H1A.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65709	177236	175525	42365	40762	K08F11.3	C03C10.3	cif-1	rnr-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65710	177236	180596	42365	45539	K08F11.3	F52E4.1	cif-1	pccb-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65711	177236	173329	42365	38714	K08F11.3	Y54E5A.4	cif-1	npp-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65712	177236	180167	42365	45145	K08F11.3	Y59A8A.3	cif-1	Y59A8A.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65713	177882	175588	42985	40824	K08F4.4	C07G2.3	glt-3	cct-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65714	177882	183836	42985	48646	K08F4.4	C55A6.7	glt-3	C55A6.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65715	177886	188577	42988	53239	K08F4.7	T18D3.7	gst-4	T18D3.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65716	174399	179817	39726	44835	K08F8.2	M04G12.1	atf-2	tag-260	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65717	174399	172610	39726	38044	K08F8.2	T01G9.6	atf-2	kin-10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65718	174399	179935	39726	44939	K08F8.2	Y49A3A.1	atf-2	Y49A3A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65719	181450	172236	46353	37692	K08H2.6	C04F1.3	hpl-1	lim-7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65720	181450	172928	46353	38344	K08H2.6	F37D6.2	hpl-1	F37D6.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65721	187178	182247	51883	47105	K08H2.8	C05C8.8	nhr-32	C05C8.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65722	187178	183280	51883	48110	K08H2.8	C36F7.5	nhr-32	C36F7.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65723	187178	176954	51883	42111	K08H2.8	Y77E11A.2	nhr-32	Y77E11A.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65724	178306	182629	43394	47477	K09B11.1	C15B12.6	pik-1	C15B12.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65725	178306	175638	43394	40872	K09B11.1	C38D4.6	pik-1	pal-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65726	178306	176640	43394	41820	K09B11.1	Y75B8A.1	pik-1	php-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65727	178311	172164	43398	37623	K09B11.9	B0261.4	K09B11.9	B0261.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65728	178311	173652	43398	39013	K09B11.9	B0454.1	K09B11.9	lin-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65729	178311	175776	43398	41005	K09B11.9	C05D2.5	K09B11.9	gak-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65730	178311	174256	43398	39589	K09B11.9	C06A8.5	K09B11.9	spdl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65731	178311	174484	43398	39808	K09B11.9	C06C3.1	K09B11.9	mel-11	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65732	178311	177356	43398	42478	K09B11.9	C06E7.4	K09B11.9	C06E7.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65733	178311	181679	43398	46568	K09B11.9	C09G1.4	K09B11.9	C09G1.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65734	178311	180681	43398	45616	K09B11.9	C16B8.3	K09B11.9	C16B8.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65735	178311	177706	43398	42814	K09B11.9	C27B7.4	K09B11.9	rad-26	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65736	178311	172072	43398	37536	K09B11.9	C44E4.3	K09B11.9	aminotransferase	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65737	178311	177710	43398	42818	K09B11.9	D1046.1	K09B11.9	D1046.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65738	178311	174988	43398	40280	K09B11.9	E01G4.3	K09B11.9	E01G4.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65739	178311	172397	43398	37845	K09B11.9	F08B6.4	K09B11.9	unc-87	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65740	178311	184199	43398	48998	K09B11.9	F08F8.10	K09B11.9	F08F8.10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65741	178311	176170	43398	41374	K09B11.9	F10E9.3	K09B11.9	F10E9.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65742	178311	176724	43398	41897	K09B11.9	F14F7.1	K09B11.9	col-98	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65743	178311	179516	43398	44544	K09B11.9	F17C11.1	K09B11.9	F17C11.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65744	178311	179209	43398	44250	K09B11.9	F21F8.7	K09B11.9	asp-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65745	178311	179945	43398	44949	K09B11.9	F23B12.5	K09B11.9	F23B12.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65746	178311	178507	43398	43583	K09B11.9	F26D10.3	K09B11.9	hsp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65747	178311	174955	43398	40251	K09B11.9	F29C12.1	K09B11.9	pqn-32	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65748	178311	175975	43398	41189	K09B11.9	F31E3.5	K09B11.9	eft-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65749	178311	173372	43398	38753	K09B11.9	F33H2.3	K09B11.9	F33H2.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65750	178311	174680	43398	39990	K09B11.9	F44F4.11	K09B11.9	tba-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65751	178311	180520	43398	45465	K09B11.9	F49H12.5	K09B11.9	F49H12.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65752	178311	173558	43398	38927	K09B11.9	F52C6.2	K09B11.9	F52C6.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65753	178311	181348	43398	46256	K09B11.9	F52D10.3	K09B11.9	ftt-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65754	178311	171602	43398	37106	K09B11.9	F53G12.10	K09B11.9	rpl-7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65755	178311	176295	43398	41494	K09B11.9	F54G8.4	K09B11.9	nhl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65756	178311	176120	43398	41326	K09B11.9	F54H12.6	K09B11.9	F54H12.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65757	178311	176883	43398	42044	K09B11.9	F56A11.5	K09B11.9	F56A11.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65758	178311	175772	43398	41001	K09B11.9	F56D2.1	K09B11.9	ucr-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65759	178311	173953	43398	39295	K09B11.9	F59E12.9	K09B11.9	F59E12.9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65760	178311	180790	43398	45724	K09B11.9	H28G03.2	K09B11.9	H28G03.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65761	178311	178311	43398	43398	K09B11.9	K09B11.9	K09B11.9	K09B11.9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65762	178311	180918	43398	45848	K09B11.9	K10C2.4	K09B11.9	fumarylacetoacetase	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65763	178311	178386	43398	43469	K09B11.9	LLC1.2	K09B11.9	LLC1.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65764	178311	181478	43398	46379	K09B11.9	R01E6.3	K09B11.9	cah-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65765	178311	187532	43398	52223	K09B11.9	R03A10.1	K09B11.9	R03A10.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65766	178311	187889	43398	52566	K09B11.9	R90.3	K09B11.9	ttr-28	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65767	178311	187927	43398	52603	K09B11.9	T01B6.1	K09B11.9	T01B6.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65768	178311	188083	43398	52756	K09B11.9	T05A7.3	K09B11.9	T05A7.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65769	178311	188133	43398	52806	K09B11.9	T05E11.8	K09B11.9	T05E11.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65770	178311	174269	43398	39602	K09B11.9	T09A5.12	K09B11.9	ztf-17	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65771	178311	191697	43398	56196	K09B11.9	T09A5.2	K09B11.9	klp-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65772	178311	188348	43398	53016	K09B11.9	T09F5.10	K09B11.9	T09F5.10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65773	178311	172948	43398	38361	K09B11.9	T22A3.3	K09B11.9	lst-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65774	178311	178778	43398	43834	K09B11.9	T22F3.4	K09B11.9	rpl-11.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65775	178311	174458	43398	39783	K09B11.9	T23G7.1	K09B11.9	dpl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65776	178311	188946	43398	53599	K09B11.9	T26H2.1	K09B11.9	fbxb-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65777	178311	189231	43398	53880	K09B11.9	W06A7.2	K09B11.9	W06A7.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65778	178311	173205	43398	38600	K09B11.9	W08E3.3	K09B11.9	tag-210	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65779	178311	172921	43398	38337	K09B11.9	Y106G6H.3	K09B11.9	rpl-30	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65780	178311	180302	43398	45263	K09B11.9	Y116F11B.12	K09B11.9	gly-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65781	178311	177203	43398	42335	K09B11.9	Y24D9A.4	K09B11.9	rpl-7A	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65782	178311	189799	43398	54423	K09B11.9	Y40H4A.2	K09B11.9	Y40H4A.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65783	178311	180285	43398	45247	K09B11.9	Y43F8C.6	K09B11.9	Y43F8C.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65784	178311	178837	43398	43889	K09B11.9	Y47D7A.5	K09B11.9	grl-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65785	178311	173015	43398	38424	K09B11.9	Y53H1A.1	K09B11.9	Y53H1A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65786	178311	174861	43398	40162	K09B11.9	Y57A10A.18	K09B11.9	pqn-87	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65787	178311	178407	43398	43489	K09B11.9	Y57G11C.15	K09B11.9	Y57G11C.15	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65788	178311	173277	43398	38666	K09B11.9	Y63D3A.5	K09B11.9	tfg-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65789	178311	171739	43398	37230	K09B11.9	Y71G12B.9	K09B11.9	lin-65	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65790	178311	180235	43398	45197	K09B11.9	Y80D3A.10	K09B11.9	nlp-42	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65791	178311	181688	43398	46575	K09B11.9	ZK1073.2	K09B11.9	ZK1073.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65792	178311	176289	43398	41488	K09B11.9	ZK512.5	K09B11.9	ZK512.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65793	178311	176395	43398	41589	K09B11.9	ZK632.10	K09B11.9	ZK632.10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65794	178311	180634	43398	45574	K09B11.9	ZK813.3	K09B11.9	ZK813.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65795	178311	174540	43398	39862	K09B11.9	ZK938.2	K09B11.9	ZK938.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65796	172839	182276	38262	47134	K10C3.6	C05G6.1	nhr-49	nhr-76	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65797	172839	177476	38262	42595	K10C3.6	C06G3.1	nhr-49	nhr-105	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65798	172839	191722	38262	56218	K10C3.6	C27C7.4	nhr-49	nhr-73	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65799	172839	171679	38262	37179	K10C3.6	F54A5.1	nhr-49	F54A5.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65800	172839	173728	38262	39084	K10C3.6	F54D10.7	nhr-49	F54D10.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65801	172839	181408	38262	46312	K10C3.6	H20J18.1	nhr-49	scd-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65802	172839	174066	38262	39405	K10C3.6	K06A1.4	nhr-49	nhr-22	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65803	172839	172839	38262	38262	K10C3.6	K10C3.6	nhr-49	nhr-49	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65804	172839	181491	38262	46392	K10C3.6	K11E4.5	nhr-49	nhr-71	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65805	172839	179769	38262	44788	K10C3.6	R90.2	nhr-49	ttr-27	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65806	172839	177618	38262	42731	K10C3.6	T09A12.4	nhr-49	nhr-66	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65807	172839	180265	38262	45227	K10C3.6	T26H2.9	nhr-49	nhr-79	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65808	172839	189663	38262	54295	K10C3.6	Y38E10A.18	nhr-49	nhr-234	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65809	172839	178696	38262	43757	K10C3.6	Y5H2B.2	nhr-49	nhr-13	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65810	172839	190741	38262	55316	K10C3.6	Y80D3A.4	nhr-49	nhr-243	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65811	172839	191500	38262	56033	K10C3.6	ZK1037.5	nhr-49	nhr-247	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65812	172839	191409	38262	55946	K10C3.6	ZK697.2	nhr-49	nhr-256	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65813	175196	178841	40471	43893	K10F12.4	Y47D7A.13	gsto-3	Y47D7A.13	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65814	173740	175297	39096	40555	K10G6.1	Y82E9BR.13	lin-31	Y82E9BR.13	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65815	173120	179902	38517	44914	K11D2.2	T08G5.5	asah-1	vps-39	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65816	173121	172024	38518	37494	K11D2.3	C43E11.4	unc-101	tufm-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65817	173121	175924	38518	41142	K11D2.3	F23F12.9	unc-101	F23F12.9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65818	173121	181340	38518	46248	K11D2.3	F29G6.3	unc-101	F29G6.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65819	173121	178764	38518	43820	K11D2.3	F35F10.12	unc-101	F35F10.12	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65820	173121	175150	38518	40429	K11D2.3	R03C1.1	unc-101	R03C1.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65821	173121	174317	38518	39646	K11D2.3	T05C12.6	unc-101	mig-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65822	176511	177843	41698	42947	K11D9.1	F32B6.5	klp-7	sss-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65823	176511	174687	41698	39997	K11D9.1	F38A3.2	klp-7	ram-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65824	176511	179817	41698	44835	K11D9.1	M04G12.1	klp-7	tag-260	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65825	176511	178057	41698	43155	K11D9.1	T01G1.1	klp-7	klp-12	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65826	176511	177701	41698	42809	K11D9.1	T11B7.4	klp-7	alp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65827	176511	173435	41698	38812	K11D9.1	W10D9.4	klp-7	nfyb-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65828	176511	177138	41698	42277	K11D9.1	Y37E11AR.2	klp-7	siah-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65829	176510	172695	41697	38128	K11D9.3	F36A2.9	K11D9.3	phospholipase	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65830	179059	173955	44104	39297	K11G9.5	F59E12.11	K11G9.5	F59E12.11	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65831	176134	182626	41340	47474	K12H4.3	C15A11.4	K12H4.3	C15A11.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65832	187345	171770	52045	37257	K12H6.7	Y37E3.11	K12H6.7	Y37E3.11	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65833	173482	174800	38858	40105	M01D1.2	F13D12.4	math-34	alh-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65834	172214	179297	37672	44335	M01E11.2	B0222.7	M01E11.2	col-145	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65835	172214	172277	37672	37731	M01E11.2	C06A5.9	M01E11.2	rnf-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65836	172214	174393	37672	39720	M01E11.2	C34C6.7	M01E11.2	C34C6.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65837	172214	172214	37672	37672	M01E11.2	M01E11.2	M01E11.2	M01E11.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65838	172213	173826	37671	39180	M01E11.6	F26G1.1	klp-15	F26G1.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65839	172213	173086	37671	38487	M01E11.6	F58D5.1	klp-15	hrp-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65840	172213	173790	37671	39146	M01E11.6	K07E1.1	klp-15	K07E1.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65841	172213	178612	37671	43681	M01E11.6	W07B8.5	klp-15	cpr-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65842	172213	180181	37671	45153	M01E11.6	Y59A8B.9	klp-15	ebp-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
